Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,U3KQP1,Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,0,FALSE,24.692,20,3,4,3,246,27.7,8.53,14.88,3,metabolic process,,catalytic activity,Pf00733,,ENSG00000138381.9,2,,,,,0,0,140.1,126.6,158.7,132.3,197.2,262.9,205.6,308.6,417.6,542.8,133.5,126.6,138.6,114.9,126.8,96.9,59.4,76.8,70.2,80.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,K7EQJ5,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,0,FALSE,24.681,23,5,16,5,141,16.6,10.46,46.3,5,metabolic process,ribosome,structural molecule activity,Pf00203,,ENSG00000115268.9,19,,,,,0,0,3058.6,2503.5,1914.3,2665.3,3399.2,4118.2,4715.5,3864.6,1950.7,4110.9,2914.6,2503.5,1671,2316.2,2185.2,1518.3,1361.7,962.1,327.7,609.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",0,FALSE,24.636,22,10,10,9,430,48,5.45,22.39,10,cell death;cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;nucleus,protein binding;RNA binding;structural molecule activity,Pf00038,3875,ENSG00000111057.10,12,Pathogenic Escherichia coli infection,KRT18,Pathogenic Escherichia coli infection,Formation of the cornified envelope,5,0,1018.4,1111.6,812.9,1058,905.4,924.3,807.6,1360.4,923.9,1011.1,970.4,1111.6,709.6,919.4,582,340.8,233.2,338.7,155.2,150,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P63173,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,0,FALSE,24.626,54,5,8,5,70,8.2,10.1,26.19,5,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytosol;ribosome,RNA binding;structural molecule activity,Pf01781,6169,ENSG00000172809.12,17,Mesodermal Commitment Pathway; Cytoplasmic Ribosomal Proteins,RPL38,Ribosome,Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Selenocysteine synthesis; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane,35,0,1804.2,1911.8,1367.5,1673.2,2688.8,2429.5,3820.3,2107.6,835.6,845.2,1719.3,1911.8,1193.7,1454,1728.5,895.7,1103.2,524.7,140.4,125.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96BS2,Calcineurin B homologous protein 3 OS=Homo sapiens OX=9606 GN=TESC PE=1 SV=3,0,FALSE,24.602,30,5,5,5,214,24.7,4.93,18.42,5,cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus,enzyme regulator activity;metal ion binding;protein binding,Pf13405,54997,ENSG00000088992.17,12,,TESC,,,0,0,274.3,365.9,354.1,296.2,376.6,476.7,270.9,474.5,484.6,540.5,261.4,365.9,309.1,257.4,242.1,175.8,78.2,118.1,81.4,80.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UHW5,GPN-loop GTPase 3 OS=Homo sapiens OX=9606 GN=GPN3 PE=1 SV=2,0,FALSE,24.584,22,4,5,4,284,32.7,4.5,21.71,4,,,catalytic activity;nucleotide binding;protein binding,Pf03029,51184,ENSG00000111231.8,12,,GPN3,,,0,0,392.2,407.6,414.3,404.4,436.6,496.9,496,553.8,364,697.9,373.7,407.6,361.6,351.4,280.7,183.2,143.2,137.9,61.1,103.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A0A0MQR2,Replication termination factor 2 OS=Homo sapiens OX=9606 GN=RTF2 PE=1 SV=1,0,FALSE,24.578,29,9,9,9,336,37.5,8.44,26.97,9,metabolic process,nucleus,,Pf04641,51507,ENSG00000022277.12,20,,RTFDC1,,,0,0,1612.3,1602.4,1279,1766.2,1602.4,1668.7,1567.7,1664.6,1693.8,2143.2,1536.4,1602.4,1116.4,1534.8,1030.1,615.2,452.7,414.4,284.6,317.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y5P6,Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens OX=9606 GN=GMPPB PE=1 SV=2,0,FALSE,24.54,19,6,6,6,360,39.8,6.61,16.34,6,metabolic process,cytoplasm;mitochondrion,catalytic activity;nucleotide binding;protein binding,"Pf00132, Pf00483, Pf12804",29925,ENSG00000173540.12,3,,GMPPB,Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Fructose and mannose metabolism,Synthesis of GDP-mannose,9,0,671.4,560.9,572.5,635.8,524.6,496.1,369.9,588.2,579.3,438.2,639.7,560.9,499.7,552.5,337.2,182.9,106.8,146.4,97.3,65,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,E9PL57,NEDD8-MDP1 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=1,0,FALSE,24.45,35,7,20,3,170,19.5,7.43,55.72,7,metabolic process,,catalytic activity;protein binding,"Pf00240, Pf00702, Pf11976, Pf12689, Pf13419",,ENSG00000255526.6,14,,,,,0,4,2255.2,2226.7,2269.3,2256.6,2639,3334.6,3590.6,4454.9,5472.7,5749.6,2149,2226.7,1980.9,1961,1696.5,1229.3,1036.8,1109,919.4,852.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1,0,FALSE,24.439,19,6,8,6,330,36.3,6.79,23.16,6,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytosol;extracellular;nucleus;organelle lumen,catalytic activity;metal ion binding;protein binding,Pf00490,210,ENSG00000148218.15,9,Heme Biosynthesis,ALAD,Porphyrin and chlorophyll metabolism; Metabolic pathways,Heme biosynthesis; Neutrophil degranulation,9,0,430.9,333.4,323.1,374,412.5,417.7,567.1,580,890.4,890.3,410.6,333.4,282,325,265.2,154,163.8,144.4,149.6,132,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1,0,FALSE,24.412,10,4,44,1,418,47.7,5.19,149.42,4,metabolic process;response to stimulus,cytoplasm,nucleotide binding;protein binding,"Pf00183, Pf02518, Pf13589",3323,,4,,HSP90AA4P,,,0,0,288.7,371.7,457.2,217.7,496,495.7,405.2,330.7,268.1,360.5,275.1,371.7,399.1,189.2,318.8,182.7,117,82.3,45,53.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y4P1,Cysteine protease ATG4B OS=Homo sapiens OX=9606 GN=ATG4B PE=1 SV=2,0,FALSE,24.336,25,6,6,6,393,44.3,5.07,20.9,6,cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol,catalytic activity;protein binding,Pf03416,23192,ENSG00000168397.16,2,,ATG4B,Autophagy,Macroautophagy,3,0,316,474.1,497.1,354.7,287.1,187.5,208.9,205.6,219,174.3,301.1,474.1,433.9,308.3,184.6,69.1,60.3,51.2,36.8,25.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NQX3,Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1,0,FALSE,24.248,10,7,7,7,736,79.7,5.43,19.15,7,cell organization and biogenesis;metabolic process;response to stimulus,cytoplasm;cytoskeleton;membrane,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00994, Pf03453, Pf03454",10243,ENSG00000171723.15,14,,GPHN,Metabolic pathways; Folate biosynthesis; GABAergic synapse,Molybdenum cofactor biosynthesis,7,0,975.9,853.9,905.5,957.2,1045.4,1348,1097.2,1583.2,1154.5,1054.9,929.9,853.9,790.4,831.8,672,497,316.8,394.1,194,156.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A8MZF9,Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1,0,FALSE,24.223,18,5,7,4,343,38.1,8.91,23.94,5,regulation of biological process;response to stimulus,cytosol;membrane;mitochondrion,nucleotide binding;protein binding,"Pf01926, Pf02421, Pf02824, Pf08477",1819,ENSG00000108591.9,17,,DRG2,,,0,0,313.1,339.6,346.6,280.3,183.3,199.3,186.2,188.7,259.8,183.7,298.3,339.6,302.5,243.5,117.8,73.5,53.8,47,43.6,27.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9H2W6,"39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1",0,FALSE,24.167,29,7,10,7,279,31.7,7.05,30.05,7,cell organization and biogenesis;metabolic process,membrane;mitochondrion;ribosome,catalytic activity;structural molecule activity,Pf11788,26589,ENSG00000259494.1,15,,MRPL46,,Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination,6,0,1748.7,1510.7,1207.5,2070.7,1167.7,623.4,538.2,532.7,433.1,412.5,1666.4,1510.7,1054,1799.5,750.6,229.8,155.4,132.6,72.8,61.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A1B0GVI3,"Keratin, type I cytoskeletal 10 (Fragment) OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=1",0,FALSE,24.115,36,5,7,3,107,10,8.44,25.13,5,,,,,,ENSG00000186395.7,17,,,,,0,0,1356.3,506.6,373.3,1249,581.8,559.8,546,713.5,742.5,971.9,1292.4,506.6,325.8,1085.4,374,206.4,157.7,177.6,124.7,144.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O60927,E3 ubiquitin-protein ligase PPP1R11 OS=Homo sapiens OX=9606 GN=PPP1R11 PE=1 SV=1,0,FALSE,24.113,40,4,7,4,126,13.9,7.01,26.88,4,regulation of biological process,cytoplasm;nucleus,enzyme regulator activity;protein binding,Pf07491,6992,ENSG00000237829.6; ENSG00000227720.6; ENSG00000236560.6; ENSG00000233314.6; ENSG00000206501.8; ENSG00000237403.6; ENSG00000234058.6; ENSG00000204619.7,6; CHR_HSCHR6_MHC_SSTO_CTG1; CHR_HSCHR6_MHC_DBB_CTG1; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_APD_CTG1; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_MCF_CTG1; CHR_HSCHR6_MHC_COX_CTG1,,PPP1R11,,,0,0,893.4,981.3,873.1,939.2,986.8,1241.3,1517.3,1453.9,1251.4,1734.6,851.3,981.3,762.1,816.1,634.4,457.6,438.1,362,210.2,257.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,H3BP64,Proteasome activator subunit 3-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1,0,FALSE,24.087,41,5,6,5,148,18.1,5.25,18.8,5,,,,Pf10187,,ENSG00000172775.16,16,,,,,0,0,474.7,673,676.1,681.8,675,712.2,854.3,774.3,1052.8,1471,452.3,673,590.1,592.5,433.9,262.6,246.7,192.8,176.9,218.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y3B4,Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1,0,FALSE,24.082,46,5,9,5,125,14.6,9.38,27.78,5,metabolic process,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",51639,ENSG00000115128.6,2,,SF3B14; SF3B6,Spliceosome,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,6,0,1143.7,1401.2,1099.2,1162.7,1146.3,629.3,593.3,631.5,513.1,495.3,1089.8,1401.2,959.5,1010.4,736.9,232,171.3,157.2,86.2,73.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BVS4,Serine/threonine-protein kinase RIO2 OS=Homo sapiens OX=9606 GN=RIOK2 PE=1 SV=2,0,FALSE,24.06,18,6,7,6,552,63.2,5.94,24.46,6,metabolic process;regulation of biological process,cytoplasm;cytosol;membrane,catalytic activity;metal ion binding;nucleotide binding,"Pf01163, Pf01636, Pf06293, Pf09202",55781,ENSG00000058729.10,5,,RIOK2,Ribosome biogenesis in eukaryotes,Major pathway of rRNA processing in the nucleolus and cytosol,5,0,417.5,465.3,485.1,451.4,489.9,451.7,440.4,441.7,368.4,354.4,397.9,465.3,423.5,392.3,314.9,166.5,127.2,110,61.9,52.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6NYC8,Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,0,FALSE,24.052,13,7,9,7,613,67.9,5.4,20.3,7,,cytoplasm;cytoskeleton,protein binding,"Pf13914, Pf13916",170954,ENSG00000229998.8; ENSG00000225060.8; ENSG00000230341.8; ENSG00000146112.11; ENSG00000234000.8,6; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_MCF_CTG1; CHR_HSCHR6_MHC_APD_CTG1; CHR_HSCHR6_MHC_DBB_CTG1,TYROBP Causal Network,PPP1R18,,,1,0,550.4,642,625.6,655,690.5,932.9,695.8,996.5,1001.1,1327.6,524.5,642,546.1,569.2,443.9,343.9,200.9,248.1,168.2,196.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O95749,Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1,0,FALSE,24.044,22,7,9,7,300,34.8,6.14,23.49,7,metabolic process;regulation of biological process,cytoplasm;cytosol,catalytic activity;metal ion binding;protein binding,Pf00348,9453,ENSG00000152904.11,1,,GGPS1,Terpenoid backbone biosynthesis; Metabolic pathways,Cholesterol biosynthesis; Activation of gene expression by SREBF (SREBP),8,0,1516.5,1485.6,1608.3,1450.4,1815.2,2324.5,3005.5,2674.3,1459,720.1,1445,1485.6,1403.9,1260.4,1166.9,856.9,867.9,665.8,245.1,106.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A0C4DGA2,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=1",0,FALSE,24.005,18,5,7,5,364,40.2,8.76,25.31,5,metabolic process,membrane;mitochondrion;organelle lumen,catalytic activity;protein binding,"Pf00378, Pf00887",10455,ENSG00000198721.12,6,,ECI2,,,0,0,374.5,539.6,528.7,391.3,417.1,396.9,387.5,422.9,470,404,356.8,539.6,461.5,340.1,268.1,146.3,111.9,105.3,79,59.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q86TI2,Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9 PE=1 SV=3,0,FALSE,23.981,8,8,9,8,863,98.2,6.46,15.81,8,metabolic process,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,"Pf00326, Pf00930, Pf02129, Pf12695, Pf12697",91039,ENSG00000142002.16,19,Lung fibrosis,DPP9,,,1,0,556.4,610,622.7,568.8,440.1,491.2,502.7,422.7,434,416.8,530.2,610,543.5,494.3,282.9,181.1,145.2,105.2,72.9,61.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BYE4,Small proline-rich protein 2G OS=Homo sapiens OX=9606 GN=SPRR2G PE=3 SV=1,0,FALSE,23.959,79,4,18,2,73,8.2,7.96,64.96,4,cell death;cell differentiation,cytoplasm;cytoskeleton;cytosol,,,6706,ENSG00000159516.8,1,,SPRR2G,,Formation of the cornified envelope,3,0,852.7,206.6,208.8,561.9,246.2,286.9,321.5,416.6,591,509.8,812.6,206.6,182.3,488.3,158.3,105.8,92.8,103.7,99.3,75.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,J3KMZ8,Zinc finger protein ubi-d4 OS=Homo sapiens OX=9606 GN=DPF2 PE=1 SV=1,0,FALSE,23.949,21,6,7,6,405,45.8,6.98,24.04,6,cell death;metabolic process;regulation of biological process;response to stimulus,cytosol,DNA binding;metal ion binding;protein binding,"Pf00628, Pf14051",5977,ENSG00000133884.9,11,,DPF2,,,0,0,622,605.5,429.7,509.3,477.2,528.2,455.4,586.5,587.5,791.6,592.7,605.5,375.1,442.6,306.8,194.7,131.5,146,98.7,117.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75155,Cullin-associated NEDD8-dissociated protein 2 OS=Homo sapiens OX=9606 GN=CAND2 PE=1 SV=3,0,FALSE,23.928,4,5,10,1,1236,135.2,5.68,33.3,5,cell organization and biogenesis;metabolic process;regulation of biological process,nucleus,protein binding,"Pf08623, Pf13513, Pf13646",23066,ENSG00000144712.11,3,,CAND2,,,0,0,89.4,96.3,109.6,96.9,87,66.3,101,67.4,100.7,95.2,85.2,96.3,95.7,84.2,55.9,24.5,29.2,16.8,16.9,14.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P27144,"Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",0,FALSE,23.87,30,7,10,7,223,25.3,8.4,22.75,7,metabolic process;response to stimulus,mitochondrion;organelle lumen,catalytic activity;nucleotide binding,"Pf00406, Pf05191, Pf13207, Pf13238, Pf13671",205,ENSG00000162433.14,1,,AK4; LOC100507855,Thiamine metabolism; Metabolic pathways; Purine metabolism,Interconversion of nucleotide di- and triphosphates,6,0,1252.8,1255.3,1241.9,1218,1004.4,876.6,893.3,790.9,833.4,805.3,1193.8,1255.3,1084,1058.5,645.7,323.2,258,196.9,140,119.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,F8W8I6,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1,0,FALSE,23.865,21,7,8,4,385,42.8,7.74,20.82,7,cell death;regulation of biological process;response to stimulus,cytoplasm;cytosol,protein binding;RNA binding,"Pf00076, Pf04847, Pf13893, Pf14259",7072,ENSG00000116001.15,2,,TIA1,,,0,3,1078.2,1272,1212.6,1210.9,1361,1510.9,1076.8,1260.8,936.5,1016.6,1027.5,1272,1058.5,1052.3,874.9,557,310.9,313.9,157.3,150.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3,0,FALSE,23.864,25,6,10,4,282,31.3,9.83,30.9,6,metabolic process;regulation of biological process,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",6626,ENSG00000077312.8,19,mRNA Processing,SNRPA,Spliceosome,mRNA Splicing - Major Pathway,6,2,2927.5,3112.6,2707.4,3181.3,3737.3,4027.6,2552.6,2662.7,2428.5,2696.5,2789.6,3112.6,2363.2,2764.5,2402.5,1484.9,737.1,662.9,408,400,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P35612,Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3,0,FALSE,23.841,11,6,7,6,726,80.8,5.92,20.91,6,cell organization and biogenesis;cellular component movement;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;membrane,protein binding;structural molecule activity,Pf00596,119,ENSG00000075340.22,2,,ADD2,,Miscellaneous transport and binding events,2,0,559.3,682.2,705.8,629.4,744.8,913,875.5,931.3,1155.5,1276.5,532.9,682.2,616,547,478.8,336.6,252.8,231.8,194.1,189.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O14828,Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3,0,FALSE,23.803,21,5,5,5,347,38.3,7.64,19.04,5,transport,membrane,protein binding,Pf04144,10067,ENSG00000116521.10; ENSG00000263290.5,1; CHR_HSCHR1_2_CTG31,,SCAMP3,,,0,0,384.6,446.4,286,491.4,445.5,359.7,404.2,464.8,493.4,576.5,366.5,446.4,249.6,427,286.4,132.6,116.7,115.7,82.9,85.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P56270,Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1,0,FALSE,23.772,15,6,8,6,477,48.6,8.95,10.97,6,metabolic process;regulation of biological process,nucleus,DNA binding;metal ion binding;protein binding;RNA binding,Pf13465,4150,ENSG00000103495.13,16,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,MAZ,,,1,0,319.4,378.8,288,356,333.3,353.2,298.4,444.9,435.1,532.4,304.3,378.8,251.4,309.4,214.3,130.2,86.2,110.7,73.1,79,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q16595,"Frataxin, mitochondrial OS=Homo sapiens OX=9606 GN=FXN PE=1 SV=2",0,FALSE,23.727,29,6,11,6,210,23.1,8.69,29.79,6,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;mitochondrion;organelle lumen,catalytic activity;metal ion binding;protein binding,Pf01491,2395,ENSG00000165060.11,9,,FXN,Porphyrin and chlorophyll metabolism,Mitochondrial protein import; Metabolism of proteins; Mitochondrial iron-sulfur cluster biogenesis,5,0,1018.8,944.7,1028.6,1067,1111.9,1379.5,1676,1652.6,1957.9,1711.8,970.8,944.7,897.9,927.2,714.8,508.6,484,411.4,328.9,253.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O60825,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2",0,FALSE,23.713,19,9,9,8,505,58.4,8.38,17.31,9,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol,catalytic activity;nucleotide binding;protein binding,"Pf00300, Pf01591, Pf13207, Pf13671",5208,ENSG00000123836.14,1,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,PFKFB2,Fructose and mannose metabolism; AMPK signaling pathway; Thyroid hormone signaling pathway,Glycolysis,8,1,1454.5,1170.3,1021.5,2129.2,893.2,824.7,938.3,1413.1,2217.9,1604.2,1386,1170.3,891.7,1850.3,574.2,304,270.9,351.8,372.6,237.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96ER3,Protein SAAL1 OS=Homo sapiens OX=9606 GN=SAAL1 PE=1 SV=2,0,FALSE,23.699,13,5,6,5,474,53.5,4.5,19.83,5,,nucleus,,,113174,ENSG00000166788.9,11,,SAAL1,,,0,0,620.2,732,796.7,634.5,787.2,929.4,621.2,570.3,548.2,437.8,591,732,695.4,551.4,506.1,342.6,179.4,142,92.1,64.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P50613,Cyclin-dependent kinase 7 OS=Homo sapiens OX=9606 GN=CDK7 PE=1 SV=1,0,FALSE,23.69,13,4,6,4,346,39,8.47,19.63,4,cell division;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus,catalytic activity;nucleotide binding;protein binding,"Pf00069, Pf07714, Pf14531",1022,ENSG00000277273.5; ENSG00000134058.11,5; CHR_HSCHR5_2_CTG1_1,MicroRNAs in cardiomyocyte hypertrophy; Integrated Breast Cancer Pathway; Cardiac Hypertrophic Response; Eukaryotic Transcription Initiation; G1 to S cell cycle control,CDK7,Cell cycle; Basal transcription factors; Nucleotide excision repair,RNA polymerase II transcribes snRNA genes; NoRC negatively regulates rRNA expression; Cyclin A:Cdk2-associated events at S phase entry; Formation of HIV-1 elongation complex containing HIV-1 Tat; Formation of Incision Complex in GG-NER; Formation of the HIV-1 Early Elongation Complex; TP53 Regulates Transcription of DNA Repair Genes; HIV Transcription Initiation; RNA Pol II CTD phosphorylation and interaction with CE during HIV infection; Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; Formation of HIV elongation complex in the absence of HIV Tat; RNA Polymerase II HIV Promoter Escape; Gap-filling DNA repair synthesis and ligation in TC-NER; RUNX1 regulates transcription of genes involved in differentiation of HSCs; RNA Polymerase I Chain Elongation; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; Cyclin D associated events in G1; Formation of TC-NER Pre-Incision Complex; RNA Polymerase I Promoter Escape; Cyclin A/B1/B2 associated events during G2/M transition; RNA Polymerase II Promoter Escape; RNA Pol II CTD phosphorylation and interaction with CE; Cyclin E associated events during G1/S transition ; RNA Polymerase I Transcription Termination; RNA Polymerase II Transcription Initiation; mRNA Capping; Dual incision in TC-NER; RNA Polymerase I Transcription Initiation; Formation of the Early Elongation Complex,70,0,290.5,338.1,371.3,317.7,419.9,504.7,342.4,364.4,174.9,199.7,276.8,338.1,324.1,276.1,269.9,186.1,98.9,90.7,29.4,29.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,B8ZZ77,Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIL3 PE=1 SV=1,0,FALSE,23.672,45,6,6,6,157,17.7,7.02,22.67,6,metabolic process,,catalytic activity,"Pf00160, Pf13900",,ENSG00000240344.8,2,,,,,0,0,1049.5,1066.3,999.9,860.9,789.9,644.2,764.5,646.9,602.2,880.9,1000.1,1066.3,872.8,748.1,507.8,237.5,220.8,161,101.2,130.7,High,High,High,High,High,High,High,High,High,High,1,
