Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
Q9C0D3,Protein zyg-11 homolog B OS=Homo sapiens GN=ZYG11B PE=1 SV=2,ZYG11B,46,103,744,83.867,6.86,45,0.996323677,1.009472998,0.9906095,0.935914203,0.833567187,0.579381485,0.266297511,0.12333972,0.082510851,0.068832921,8
Q9H6D7,HAUS augmin-like complex subunit 4 OS=Homo sapiens GN=HAUS4 PE=1 SV=1,HAUS4,25,48,363,42.373,5.68,20,0.996323677,0.944137367,0.695844197,0.466570631,0.336891233,0.262266153,0.166406383,0.124016214,0.095755448,0.069108496,7
Q92572,AP-3 complex subunit sigma-1 OS=Homo sapiens GN=AP3S1 PE=1 SV=1,AP3S1,29,71,193,21.718,5.39,26,0.996323677,0.969306767,0.901520994,0.708672646,0.309158664,0.185208258,0.123576164,0.076421989,0.057610122,0.049068401,8
A6NED2,RCC1 domain-containing protein 1 OS=Homo sapiens GN=RCCD1 PE=1 SV=1,RCCD1,40,96,376,40.054,5.27,43,0.996323677,1.049577086,0.975284684,0.937998249,0.849882363,0.61952401,0.320111899,0.177864239,0.121661167,0.096369746,8
P04062,Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3,GBA,16,32,536,59.678,7.61,15,0.996323677,0.992355027,0.993122206,0.940537392,0.756069926,0.444059966,0.222144517,0.131405673,0.086273898,0.065114852,8
Q7L8J4,SH3 domain-binding protein 5-like OS=Homo sapiens GN=SH3BP5L PE=1 SV=1,SH3BP5L,64,159,393,43.473,5.77,53,0.996323677,0.984253813,0.991525149,0.929196174,0.82891639,0.707081154,0.516018359,0.306748474,0.175490543,0.136962445,8
P35251,Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4,RFC1,19,41,1148,128.175,9.36,17,0.996323677,0.976565517,0.938042839,0.891104905,0.871478487,0.744147036,0.607748103,0.434152347,0.397324631,0.320066481,7
P46439,Glutathione S-transferase Mu 5 OS=Homo sapiens GN=GSTM5 PE=1 SV=3,GSTM5,4,14,218,25.658,7.39,5,0.996323677,0.989874956,0.930904508,0.754391444,0.43813441,0.262487709,0.15029798,0.069801586,0.049509516,0.042021842,1
Q9H3P7,Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4,ACBD3,49,133,528,60.556,5.06,59,0.996323677,0.984590274,0.9174388,0.788127582,0.58548825,0.445011336,0.325709129,0.267555741,0.186690749,0.156718361,8
Q6ZRS2,Helicase SRCAP OS=Homo sapiens GN=SRCAP PE=1 SV=3,SRCAP,17,44,3230,343.343,5.96,17,0.996323677,0.981546552,0.824687817,0.661906356,0.515491187,0.39812854,0.305249574,0.251979562,0.218716831,0.163937514,5
Q9GZM8,Isoform 2 of Nuclear distribution protein nudE-like 1 OS=Homo sapiens GN=NDEL1,NDEL1,17,40,367,40.592,5.6,10,0.996323677,1.072953835,0.989010722,0.91907297,0.839136555,0.642429312,0.508030552,0.378913469,0.304460928,0.280677407,7
O95295,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1,SNAPIN,29,96,136,14.865,9.31,32,0.996323677,1.034003774,0.959125058,0.910703716,0.841382214,0.66551396,0.408339476,0.231384382,0.134819539,0.104333207,8
P05204,Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3,HMGN2,15,183,90,9.387,9.99,67,0.996323677,1.035566939,1.013184493,1.001444569,1.063023055,0.943109949,0.909484561,0.761353127,0.679284241,0.555413,8
Q8NCN4,E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens GN=RNF169 PE=1 SV=2,RNF169,49,107,708,77.147,9.1,44,0.996323677,0.992024181,0.948031248,0.921798524,0.807245836,0.666727778,0.566949961,0.468893578,0.378739832,0.380757809,8
O95999,B-cell lymphoma/leukemia 10 OS=Homo sapiens GN=BCL10 PE=1 SV=1,BCL10,29,67,233,26.235,5.74,33,0.996323677,0.998647828,0.980867757,0.938245992,0.736164775,0.548721411,0.367027748,0.25869108,0.20599639,0.182544802,8
P0CAP2,Isoform 3 of DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens GN=POLR2M,POLR2M,32,67,363,40.709,8.38,31,0.996323677,1.022924509,0.969230064,0.908047142,0.897641726,0.791736725,0.439076376,0.253391496,0.213189055,0.183043235,6
P20936,Ras GTPase-activating protein 1 OS=Homo sapiens GN=RASA1 PE=1 SV=1,RASA1,25,47,1047,116.329,6.54,20,0.996323677,1.02021864,0.966056642,0.82015123,0.510391661,0.264731303,0.181822373,0.130608591,0.085923997,0.088285042,6
O43805,Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2,SSNA1,27,67,119,13.588,5.38,26,0.996323677,1.008757534,0.994326911,0.978336227,0.943614591,0.797242217,0.697605493,0.524675524,0.485436584,0.401103466,8
Q96KP1,Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1,EXOC2,62,138,924,104,6.9,62,0.996323677,0.929435358,0.69968129,0.378082935,0.237304545,0.150176084,0.089092351,0.064231594,0.053487553,0.045071269,8
P17480,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,UBTF,18,46,764,89.35,5.81,16,0.996323677,0.971731331,0.782250088,0.683699446,0.607520443,0.458429978,0.350785022,0.245245563,0.206804775,0.192630089,7
J3QTA2,BAG family molecular chaperone regulator 1 OS=Homo sapiens GN=BAG1 PE=2 SV=1,BAG1,37,86,345,38.737,7.81,30,0.996323677,1.000304622,0.995939221,0.94212893,0.853538886,0.655904712,0.502250773,0.402447305,0.267333874,0.179658963,8
Q9UNQ2,Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=1 SV=1,DIMT1,47,109,313,35.214,9.99,38,0.996323677,0.987965556,1.013002276,0.948322898,0.886645582,0.699928626,0.408284473,0.140596852,0.076358424,0.056807706,8
Q8WWZ3,Ectodysplasin-A receptor-associated adapter protein OS=Homo sapiens GN=EDARADD PE=1 SV=3,EDARADD,36,84,215,24.786,5.4,39,0.996323677,1.017901261,0.976754441,0.934664281,0.899613392,0.759263898,0.607303666,0.501067921,0.40127127,0.339877035,8
A6NHB5,Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=4 SV=1,ZMYM3,32,76,1372,152.508,6.35,31,0.996323677,0.936576523,0.753360735,0.644864139,0.556686448,0.463781194,0.353605476,0.285561272,0.214075882,0.201854452,8
Q5SW96,Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3,LDLRAP1,13,26,308,33.864,6.7,13,0.996323677,0.938697096,0.773722078,0.568449651,0.307916262,0.196740176,0.12462856,0.084701186,0.067932979,0.055225129,8
Q9H410,Kinetochore-associated protein DSN1 homolog OS=Homo sapiens GN=DSN1 PE=1 SV=2,DSN1,32,73,356,40.042,7.05,28,0.996323677,0.943236349,0.873765883,0.750786499,0.458701101,0.319752793,0.232132547,0.148314061,0.137915164,0.106814829,8
P23511,Nuclear transcription factor Y subunit alpha OS=Homo sapiens GN=NFYA PE=1 SV=2,NFYA,9,78,347,36.854,8.94,19,0.996323677,1.066898435,0.983697489,0.961694853,0.873220021,0.7647291,0.615470244,0.487737641,0.388588577,0.318940982,8
Q6NYC1,Isoform 3 of Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens GN=JMJD6,JMJD6,31,71,414,47.597,8.73,30,0.996323677,0.935947289,0.614341192,0.4019014,0.262827283,0.155075737,0.091753026,0.075111472,0.062187168,0.061311266,8
Q9BRV8,Isoform 2 of Suppressor of IKBKE 1 OS=Homo sapiens GN=SIKE1,SIKE1,30,79,211,24.245,5.41,31,0.996323677,0.995966921,0.937990096,0.879099639,0.771692054,0.620775428,0.457446707,0.323817826,0.251597632,0.235518343,8
Q03188,Centromere protein C OS=Homo sapiens GN=CENPC PE=1 SV=2,CENPC,35,81,943,106.769,9.39,34,0.996323677,0.977648287,0.983280112,0.926876479,0.91415915,0.770516774,0.6642814,0.570914638,0.498807403,0.366626899,8
Q9BZ23,"Pantothenate kinase 2, mitochondrial OS=Homo sapiens GN=PANK2 PE=1 SV=3",PANK2,26,51,570,62.641,9.28,20,0.996323677,0.976160179,0.871820654,0.695537729,0.371357074,0.212519645,0.105678375,0.059152648,0.048398876,0.044595234,8
Q9BYV8,Centrosomal protein of 41 kDa OS=Homo sapiens GN=CEP41 PE=1 SV=1,CEP41,10,25,373,41.343,8.32,12,0.996323677,0.991936839,0.948353533,0.856140238,0.541861389,0.37401607,0.267236323,0.203814237,0.180882814,0.138064188,7
Q9UJC3,Protein Hook homolog 1 OS=Homo sapiens GN=HOOK1 PE=1 SV=2,HOOK1,28,57,728,84.595,5.15,24,0.996323677,0.893225741,0.671141233,0.506193017,0.347484636,0.249335097,0.155946588,0.092127599,0.061889599,0.053325433,8
Q6BDS2,UHRF1-binding protein 1 OS=Homo sapiens GN=UHRF1BP1 PE=1 SV=1,UHRF1BP1,42,97,1440,159.385,6.14,35,0.996323677,0.955753686,0.826971957,0.765613473,0.623597857,0.442079041,0.297115562,0.201583285,0.159772659,0.138110842,8
Q13277,Syntaxin-3 OS=Homo sapiens GN=STX3 PE=1 SV=3,STX3,25,77,289,33.134,5.44,25,0.996323677,0.986653534,1.020073825,0.961667071,0.940267435,0.834548385,0.67006352,0.538067841,0.425790945,0.328802654,8
O95989,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens GN=NUDT3 PE=1 SV=1,NUDT3,35,167,172,19.459,6.34,71,0.996323677,0.985816097,1.033958896,1.001448969,0.940814519,0.791542578,0.503073706,0.150801118,0.081516771,0.060591062,8
O15357,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens GN=INPPL1 PE=1 SV=2",INPPL1,25,48,1258,138.513,6.54,19,0.996323677,0.969916562,0.853139145,0.625668561,0.402293656,0.294983581,0.219181223,0.163316477,0.135770274,0.107481519,7
Q9BQ67,Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens GN=GRWD1 PE=1 SV=1,GRWD1,36,82,446,49.388,4.92,34,0.996323677,0.997767629,0.967420548,0.863995768,0.684481325,0.427440276,0.191071055,0.110776984,0.079789233,0.066338767,8
Q96T23,Remodeling and spacing factor 1 OS=Homo sapiens GN=RSF1 PE=1 SV=2,RSF1,21,41,1441,163.72,5.01,17,0.996323677,1.094053295,0.915016422,0.810941356,0.695096645,0.550518526,0.493705157,0.432920228,0.345396042,0.317130607,7
P04066,Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4,FUCA1,25,66,466,53.655,6.84,24,0.996323677,1.019982722,1.001480676,1.01607315,0.915499376,0.748897597,0.515046493,0.277491358,0.127161839,0.094213521,8
O14773,Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 PE=1 SV=2,TPP1,16,60,563,61.21,6.48,24,0.996323677,0.831688338,0.57586562,0.435901799,0.349814963,0.229960697,0.152217548,0.096983288,0.082533988,0.067486831,7
Q9NUP1,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Homo sapiens GN=BLOC1S4 PE=1 SV=1,BLOC1S4,24,74,217,23.336,4.98,33,0.996323677,1.017860835,1.00939212,0.951867453,0.888620814,0.693414564,0.430956445,0.248354237,0.150597031,0.116594149,8
Q9H4G0,Isoform 2 of Band 4.1-like protein 1 OS=Homo sapiens GN=EPB41L1,EPB41L1,16,73,779,87.591,5.92,6,0.996323677,0.946680636,0.913740532,0.81553029,0.716015507,0.661240383,0.521409035,0.428431267,0.36801534,0.345290159,5
P58004,Sestrin-2 OS=Homo sapiens GN=SESN2 PE=1 SV=1,SESN2,38,82,480,54.459,5.9,33,0.996323677,0.904320735,0.52168135,0.26862944,0.189907804,0.112011683,0.074300293,0.061041248,0.047990198,0.04522009,8
Q96EK5,KIF1-binding protein OS=Homo sapiens GN=KIAA1279 PE=1 SV=1,KIAA1279,39,89,621,71.768,5.49,30,0.996323677,0.909720844,0.663692419,0.387241873,0.306928231,0.192887574,0.141198257,0.109956962,0.079025652,0.05764632,8
P78332,RNA-binding protein 6 OS=Homo sapiens GN=RBM6 PE=1 SV=5,RBM6,43,84,1123,128.565,6.32,35,0.996323677,1.019654716,0.953200885,0.910955105,0.809577381,0.706210882,0.576791122,0.479712929,0.396869941,0.341274001,8
Q9NRS6,Sorting nexin-15 OS=Homo sapiens GN=SNX15 PE=1 SV=1,SNX15,36,73,342,38.268,5.19,32,0.996323677,0.966740248,0.892664538,0.642506274,0.441527163,0.309966004,0.229889576,0.154609466,0.116507684,0.087722261,8
Q7L591,Docking protein 3 OS=Homo sapiens GN=DOK3 PE=1 SV=2,DOK3,44,108,496,53.255,7.77,30,0.996323677,1.002317874,0.902503789,0.778480705,0.565013795,0.365295405,0.225425097,0.151233601,0.110621108,0.092998834,8
Q96I59,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3",NARS2,44,120,477,54.056,7.24,47,0.996323677,0.991855822,0.981551235,0.916986542,0.501492414,0.208232396,0.1267965,0.092811751,0.0624665,0.054098655,8
Q96IJ6,Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens GN=GMPPA PE=1 SV=1,GMPPA,45,99,420,46.262,7.21,46,0.996323677,0.960457774,0.911915085,0.804993577,0.606511303,0.410439467,0.25056601,0.153114074,0.086748994,0.058956742,8
Q16513,Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1,PKN2,44,99,984,111.964,6.3,28,0.996323677,0.93227265,0.728262003,0.462791439,0.369409756,0.283501419,0.194738627,0.125337911,0.092793594,0.0878332,8
Q6XQN6,Isoform 2 of Nicotinate phosphoribosyltransferase OS=Homo sapiens GN=NAPRT1,NAPRT1,40,108,567,60.253,5.8,38,0.996323677,1.017061005,0.989005555,0.964082207,0.887400829,0.768968437,0.514209212,0.212375201,0.119418764,0.093357189,8
A6NHX0,GATS-like protein 2 OS=Homo sapiens GN=GATSL2 PE=2 SV=3,GATSL2,24,88,329,36.034,5.16,27,0.996323677,0.9762554,0.951579215,0.893300254,0.845294765,0.741607921,0.604212045,0.443589964,0.286443226,0.156519139,7
O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",CLPX,45,99,633,69.181,7.58,41,0.996323677,0.701372562,0.475755216,0.359715464,0.264618152,0.1740367,0.111766925,0.080425531,0.064412901,0.058082288,8
A6NDU8,UPF0600 protein C5orf51 OS=Homo sapiens GN=C5orf51 PE=1 SV=1,C5orf51,26,54,294,33.599,5.26,22,0.996323677,0.999832198,0.983696821,0.90927216,0.474068589,0.208577435,0.125077216,0.08610892,0.060870509,0.052572876,8
Q6PCE3,"Glucose 1,6-bisphosphate synthase OS=Homo sapiens GN=PGM2L1 PE=1 SV=3",PGM2L1,31,67,622,70.396,7.15,30,0.996323677,1.012164917,1.029354941,0.980914482,0.89957119,0.810833083,0.552595838,0.252010305,0.159156936,0.109173373,7
Q99584,Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1,S100A13,30,161,98,11.464,6.16,65,0.996323677,0.998038024,0.98909726,0.973195607,0.962968041,0.860616259,0.695375388,0.566685088,0.439727199,0.334099693,8
E5KNQ5,Mitochondrial thymidine kinase 2 OS=Homo sapiens GN=TK2 PE=4 SV=1,TK2,13,29,307,35.39,9.5,13,0.996323677,0.99918897,1.047596833,0.985383601,0.991017429,0.897170617,0.793261294,0.717651284,0.650616163,0.572758183,6
Q6PCB5,Round spermatid basic protein 1-like protein OS=Homo sapiens GN=RSBN1L PE=1 SV=2,RSBN1L,39,86,846,94.81,8.78,36,0.996323677,0.999629018,0.993430051,0.908219502,0.867004664,0.744534167,0.578751321,0.4455237,0.400454256,0.335121534,8
A8MPS7,UPF0249 protein ydjC homolog OS=Homo sapiens GN=YDJC PE=1 SV=1,YDJC,50,136,323,34.444,6.39,61,0.996323677,0.986834733,0.976246548,0.912205504,0.734065777,0.474396162,0.238477952,0.133100351,0.085497956,0.064358907,8
Q92747,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2,ARPC1A,34,83,370,41.543,8.18,26,0.996323677,0.985496157,1.014851274,0.979540804,0.906415569,0.788492592,0.624120736,0.43584667,0.209671417,0.07755625,8
P23434,"Glycine cleavage system H protein, mitochondrial OS=Homo sapiens GN=GCSH PE=1 SV=2",GCSH,11,62,173,18.873,4.88,26,0.996323677,0.99920637,1.032533768,0.973203865,0.957772816,0.876864795,0.778531363,0.649174101,0.521066279,0.391656257,7
P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3",RBMX,57,137,391,42.306,10.05,53,0.996323677,0.989717417,0.791515081,0.657469953,0.496852136,0.34523008,0.234219237,0.166339167,0.112683533,0.109347632,7
Q8WY54,Protein phosphatase 1E OS=Homo sapiens GN=PPM1E PE=1 SV=2,PPM1E,19,48,764,84.948,5.03,19,0.996323677,0.938338293,0.974325894,0.940506813,0.941541349,0.845011936,0.606720924,0.175615891,0.108191683,0.077329936,7
Q96NB3,Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=2,ZNF830,37,80,372,41.973,5.31,28,0.996323677,0.965838366,0.967653018,0.909565562,0.906569614,0.891436279,0.818646865,0.735928953,0.608540445,0.580289689,8
Q99996,Isoform 6 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9,AKAP9,39,76,3929,455.142,4.98,28,0.996323677,0.92672482,0.841847196,0.697078599,0.532531255,0.377538882,0.270625918,0.185217093,0.13082488,0.125692635,8
Q7Z2Z2,Elongation factor Tu GTP-binding domain-containing protein 1 OS=Homo sapiens GN=EFTUD1 PE=1 SV=2,EFTUD1,48,105,1120,125.35,5.91,44,0.996323677,0.973505598,0.892574389,0.636444917,0.402922049,0.257342419,0.146613713,0.094900239,0.061482183,0.047734903,8
J3QK89,Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens GN=CHERP PE=4 SV=1,CHERP,30,67,927,104.868,9.19,26,0.996323677,0.959212023,0.891772738,0.663072028,0.472496484,0.305809659,0.233925207,0.164762246,0.133408364,0.132408599,8
Q9UK99,F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=3,FBXO3,53,119,471,54.525,5,52,0.996323677,1.019089739,0.99075741,0.916560065,0.788618859,0.546414914,0.305900892,0.156682311,0.09209794,0.07029521,8
Q15555,Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 PE=1 SV=1,MAPRE2,38,113,327,37.008,5.57,20,0.996323677,0.579631072,0.299592415,0.209312944,0.188440766,0.133651484,0.09691092,0.080045613,0.077325884,0.068305249,8
Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens GN=UBLCP1 PE=1 SV=2,UBLCP1,50,246,318,36.781,6.46,99,0.996323677,0.971865205,0.985826919,0.937270706,0.80522025,0.449929682,0.163332818,0.101585164,0.065094189,0.052151021,8
Q9Y646,Carboxypeptidase Q OS=Homo sapiens GN=CPQ PE=1 SV=1,CPQ,40,97,472,51.855,6.18,44,0.996323677,1.005513448,0.989912592,0.960710967,0.855831026,0.81509266,0.679138165,0.573104382,0.50154584,0.460436172,8
Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens GN=STARD7 PE=1 SV=2",STARD7,23,59,370,43.086,8.95,25,0.996323677,1.001421491,0.952149127,0.86953234,0.648664303,0.347992607,0.163380616,0.088599243,0.069175266,0.059120887,8
Q8WUA4,General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2,GTF3C2,28,50,911,100.616,7.31,21,0.996323677,0.866911244,0.65153287,0.542930377,0.456968005,0.31592762,0.207701258,0.145135604,0.132314867,0.133619548,8
Q14331,Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1,FRG1,46,121,258,29.154,9.01,52,0.996323677,0.996639024,0.950637352,0.853137736,0.615611108,0.364480833,0.202422988,0.144249787,0.116290826,0.084639538,8
O43156,TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3,TTI1,47,103,1089,121.992,5.97,43,0.996323677,0.923691054,0.739553097,0.458184358,0.275512396,0.174086371,0.110831377,0.081389668,0.065222778,0.059463037,8
Q5TA31,E3 ubiquitin-protein ligase RNF187 OS=Homo sapiens GN=RNF187 PE=1 SV=2,RNF187,17,36,235,26.173,5.95,14,0.996323677,1.002589083,0.875371905,0.738167068,0.620379404,0.481500665,0.328225834,0.218162341,0.177573307,0.195739575,7
Q92625,Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens GN=ANKS1A PE=1 SV=4,ANKS1A,56,124,1134,123.032,6.38,52,0.996323677,0.957080607,0.752842129,0.619266949,0.482951275,0.312122311,0.201249069,0.126262375,0.101212322,0.083729419,8
Q93100,Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens GN=PHKB PE=1 SV=3,PHKB,50,112,1093,124.805,6.95,52,0.996323677,0.929935922,0.724776986,0.472791324,0.260839794,0.169422288,0.107176356,0.076866881,0.063112009,0.049263175,8
Q96S55,ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2,WRNIP1,35,76,665,72.088,6.1,33,0.996323677,0.674479806,0.477075992,0.398154522,0.32783926,0.256183899,0.179150121,0.140062232,0.107540889,0.10016341,8
Q7Z6B0,Coiled-coil domain-containing protein 91 OS=Homo sapiens GN=CCDC91 PE=1 SV=2,CCDC91,57,134,441,49.941,5.07,52,0.996323677,0.987772452,1.002330896,0.950545962,0.892016516,0.634752254,0.376615092,0.234038498,0.159572569,0.144670236,8
E7EWW0,UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=4 SV=2,C16orf62,12,24,1052,118.537,7.84,10,0.996323677,0.952315996,0.882043812,0.772962751,0.459103052,0.251643638,0.159859733,0.109217064,0.076887514,0.05909171,5
Q9Y680,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Homo sapiens GN=FKBP7 PE=1 SV=1,FKBP7,23,54,259,29.99,6.54,23,0.996323677,1.025120361,0.983451709,0.932330625,0.788831135,0.650265047,0.538067691,0.434234735,0.318183129,0.266334491,8
Q53T59,HCLS1-binding protein 3 OS=Homo sapiens GN=HS1BP3 PE=1 SV=1,HS1BP3,23,47,392,42.754,5.01,16,0.996323677,1.017813952,0.948645639,0.835882693,0.494785459,0.245856467,0.137588216,0.093942122,0.07572986,0.054036318,8
Q9HC77,Centromere protein J OS=Homo sapiens GN=CENPJ PE=1 SV=2,CENPJ,14,27,1338,152.906,6.61,12,0.996323677,1.010368363,0.925624139,0.825425536,0.815998513,0.739068302,0.621198808,0.496107118,0.374167588,0.38337868,6
Q8IXW5,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 OS=Homo sapiens GN=RPAP2 PE=1 SV=1,RPAP2,26,49,612,69.466,7.78,24,0.996323677,0.969500823,0.840319083,0.702209189,0.445634578,0.299551244,0.197528915,0.148960354,0.105535256,0.089377385,7
Q92665,"28S ribosomal protein S31, mitochondrial OS=Homo sapiens GN=MRPS31 PE=1 SV=3",MRPS31,41,122,395,45.29,9.29,44,0.996323677,0.967018285,0.935490165,0.83817875,0.577207628,0.330634655,0.203779209,0.154414286,0.121437077,0.101827393,8
Q6P1N0,Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens GN=CC2D1A PE=1 SV=1,CC2D1A,33,69,951,103.998,8.09,29,0.996323677,0.966719014,0.882523723,0.707711072,0.551876534,0.404392925,0.321247156,0.236732139,0.18515381,0.147934548,7
P02768,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,ALB,27,244,609,69.321,6.28,100,0.996323677,0.993314866,1.022057633,0.999375011,1.009374456,1.047995949,0.656692738,0.419402439,0.253035739,0.15474969,8
Q96DT6,Cysteine protease ATG4C OS=Homo sapiens GN=ATG4C PE=1 SV=1,ATG4C,15,31,458,52.464,5.97,14,0.996323677,1.034838806,1.002721788,0.848299743,0.515717445,0.29275827,0.150672516,0.086568576,0.076223613,0.063564532,7
Q8N0Z6,Tetratricopeptide repeat protein 5 OS=Homo sapiens GN=TTC5 PE=1 SV=2,TTC5,25,48,440,48.897,6.48,23,0.996323677,0.997509544,0.92574908,0.645033869,0.40029634,0.276935393,0.168967047,0.11551998,0.093250822,0.07217801,6
Q5THK1,Protein PRR14L OS=Homo sapiens GN=PRR14L PE=1 SV=1,PRR14L,34,66,2151,237.15,6.33,28,0.996323677,0.967105569,0.925514641,0.847434892,0.771411019,0.692471485,0.627905306,0.498690386,0.418822327,0.379461687,8
Q6IA69,Glutamine-dependent NAD(+) synthetase OS=Homo sapiens GN=NADSYN1 PE=1 SV=3,NADSYN1,41,90,706,79.234,6.44,33,0.996323677,1.008319212,0.987299106,0.957061238,0.856379223,0.768666106,0.610164223,0.415005509,0.177257064,0.101675716,7
Q9H2W6,"39S ribosomal protein L46, mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1",MRPL46,24,70,279,31.685,7.05,25,0.996323677,0.959995482,0.893298659,0.669181329,0.381290953,0.188244413,0.087252777,0.050274435,0.03863126,0.032097847,8
Q8WWW0,Ras association domain-containing protein 5 OS=Homo sapiens GN=RASSF5 PE=1 SV=1,RASSF5,30,63,418,47.061,9.14,30,0.996323677,0.966338797,0.890452157,0.729846622,0.528563239,0.410928777,0.306984294,0.191629831,0.111107523,0.067553152,8
O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens GN=COQ9 PE=1 SV=1",COQ9,23,58,318,35.487,5.94,20,0.996323677,0.985972627,0.950307755,0.763077796,0.511398484,0.352657837,0.22215645,0.141744001,0.109327908,0.089890333,8
Q9Y3D6,Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2,FIS1,13,39,152,16.927,8.79,17,0.996323677,1.0014895,0.968858338,0.899934279,0.848500689,0.716257735,0.562156688,0.471080374,0.378315583,0.287625393,8
Q6GMV3,Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens GN=PTRHD1 PE=1 SV=1,PTRHD1,29,139,140,15.795,9.1,56,0.996323677,1.01661862,0.995312722,0.951437419,0.944466505,0.830536218,0.677140907,0.458444693,0.2888909,0.176815307,8
Q92615,La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3,LARP4B,43,89,738,80.503,6.92,40,0.996323677,0.942849216,0.765619159,0.711041734,0.605210671,0.534484351,0.419519554,0.360644519,0.295334268,0.254463016,8
Q5MNZ6,WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45L PE=2 SV=2,WDR45L,22,48,344,38.097,7.59,23,0.996323677,1.021618036,0.991745285,0.945002399,0.823826262,0.731803084,0.599628444,0.464345153,0.35978646,0.215693049,8
P98175,RNA-binding protein 10 OS=Homo sapiens GN=RBM10 PE=1 SV=3,RBM10,21,45,930,103.469,5.97,17,0.996323677,0.969725974,0.951683208,0.841221338,0.762544758,0.643579336,0.547684028,0.45653132,0.416377602,0.385861562,7
O43149,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ZZEF1 PE=1 SV=6,ZZEF1,78,152,2961,330.864,5.95,56,0.996323677,1.016820854,0.979431012,0.922633145,0.860007194,0.493557724,0.22906502,0.15546082,0.109391374,0.08799946,8
